Date,Price,Open,High,Low,Vol.,Change %
2012-06-10,4471.83,"4,485.45","4,500.13","4,461.51",21.58M,-0.39%
2012-06-11,4394.32,"4,473.27","4,474.71","4,394.31",51.01M,-1.73%
2012-06-12,4448.84,"4,413.54","4,451.32","4,413.54",41.60M,1.24%
2012-06-13,4421.38,"4,463.44","4,467.38","4,419.87",120.28M,-0.62%
2012-06-14,4419.04,"4,400.18","4,419.07","4,381.28",96.08M,-0.05%
2012-06-17,4419.04,"4,419.04","4,419.04","4,419.04",,0.00%
2012-06-18,4267.87,"4,409.95","4,413.95","4,266.61",60.05M,-3.42%
2012-06-19,4087.45,"4,259.90","4,260.28","4,069.51",66.19M,-4.23%
2012-06-20,4108.4,"4,082.98","4,120.96","4,055.20",64.97M,0.51%
2012-06-21,4031.6,"4,096.82","4,096.82","4,031.39",53.12M,-1.87%
2012-06-24,4166.32,"4,032.81","4,166.32","4,027.45",66.51M,3.34%
2012-06-25,4482.48,"4,268.86","4,482.56","4,268.86",144.12M,7.59%
2012-06-26,4612.14,"4,626.01","4,653.77","4,587.98",133.88M,2.89%
2012-06-27,4628.45,"4,594.07","4,634.48","4,577.23",97.15M,0.35%
2012-06-28,4708.59,"4,652.31","4,708.61","4,628.98",149.62M,1.73%
2012-07-02,4942.41,"4,837.15","4,944.73","4,837.15",223.05M,4.97%
2012-07-03,4984.13,"4,946.24","4,984.39","4,867.10",127.94M,0.84%
2012-07-04,4914.94,"5,022.39","5,022.39","4,914.94",103.13M,-1.39%
2012-07-05,4949.57,"4,925.57","4,956.28","4,902.86",92.50M,0.70%
2012-07-08,4902.07,"4,953.33","4,974.95","4,902.07",119.80M,-0.96%
2012-07-09,4698.52,"4,709.16","4,709.16","4,632.93",115.21M,-4.15%
2012-07-10,4708.5,"4,710.42","4,734.79","4,689.87",68.82M,0.21%
2012-07-11,4794.45,"4,683.20","4,795.07","4,682.64",82.22M,1.83%
2012-07-12,4814.84,"4,782.90","4,851.48","4,781.00",121.93M,0.43%
2012-07-15,4719.01,"4,829.25","4,829.25","4,719.01",66.80M,-1.99%
2012-07-16,4740.53,"4,695.77","4,743.11","4,687.77",116.34M,0.46%
2012-07-17,4818.41,"4,746.39","4,820.88","4,746.39",255.13M,1.64%
2012-07-18,4819.5,"4,826.99","4,831.64","4,801.34",83.75M,0.02%
2012-07-19,4867.75,"4,815.59","4,868.11","4,815.59",191.44M,1.00%
2012-07-22,4868.05,"4,866.29","4,876.15","4,860.95",165.11M,0.01%
2012-07-24,4819.33,"4,874.31","4,876.87","4,819.33",267.34M,-1.00%
2012-07-25,4745.5,"4,812.46","4,812.46","4,733.86",110.95M,-1.53%
2012-07-26,4753.12,"4,737.78","4,753.43","4,718.75",150.59M,0.16%
2012-07-29,4758.84,"4,774.34","4,788.89","4,758.84",128.41M,0.12%
2012-07-30,4765.88,"4,766.02","4,767.35","4,738.79",164.71M,0.15%
2012-07-31,4862.53,"4,780.98","4,862.53","4,776.83",181.31M,2.03%
2012-08-01,4935.59,"4,875.06","4,965.17","4,875.06",177.62M,1.50%
2012-08-02,4989.44,"4,876.86","5,006.78","4,873.89",181.53M,1.09%
2012-08-05,5034.77,"5,013.35","5,048.26","5,013.35",128.48M,0.91%
2012-08-06,5022.02,"4,952.02","5,022.02","4,938.79",150.14M,-0.25%
2012-08-07,5049.51,"5,043.56","5,078.27","5,043.56",100.38M,0.55%
2012-08-08,4994.91,"5,027.14","5,027.14","4,990.23",144.97M,-1.08%
2012-08-09,4960.98,"4,995.55","4,995.55","4,936.45",120.39M,-0.68%
2012-08-12,4971.24,"4,978.54","5,030.47","4,971.24",83.44M,0.21%
2012-08-13,5046.31,"4,975.57","5,046.31","4,966.69",116.33M,1.51%
2012-08-14,5110.53,"5,061.98","5,131.19","5,061.95",95.99M,1.27%
2012-08-15,5120.25,"5,102.46","5,120.25","5,082.61",142.74M,0.19%
2012-08-16,5163.53,"5,148.79","5,167.41","5,148.79",158.23M,0.85%
2012-08-21,5178.94,"5,179.17","5,220.27","5,178.94",92.55M,0.30%
2012-08-22,5161.93,"5,203.50","5,203.50","5,145.18",89.92M,-0.33%
2012-08-23,5215.65,"5,151.00","5,215.85","5,150.80",185.14M,1.04%
2012-08-26,5242.47,"5,259.93","5,266.25","5,242.20",136.80M,0.51%
2012-08-27,5281.68,"5,247.97","5,281.68","5,223.99",155.35M,0.75%
2012-08-28,5325.36,"5,287.88","5,331.05","5,287.25",184.74M,0.83%
2012-08-29,5308.38,"5,340.38","5,342.03","5,307.17",138.18M,-0.32%
2012-08-30,5332.25,"5,309.92","5,337.02","5,304.12",135.75M,0.45%
2012-09-02,5424.79,"5,376.34","5,439.65","5,376.34",157.55M,1.74%
2012-09-03,5459.92,"5,472.68","5,473.07","5,415.13",193.44M,0.65%
2012-09-04,5541.46,"5,533.49","5,571.79","5,533.49",236.76M,1.49%
2012-09-05,5510.45,"5,495.51","5,514.46","5,467.21",101.11M,-0.56%
2012-09-06,5542.75,"5,551.53","5,568.25","5,534.32",134.75M,0.59%
2012-09-09,5569.69,"5,574.13","5,609.16","5,569.69",117.91M,0.49%
2012-09-10,5605.84,"5,575.27","5,606.66","5,548.13",169.68M,0.65%
2012-09-11,5697.48,"5,600.48","5,697.48","5,600.48",205.10M,1.63%
2012-09-12,5725.68,"5,705.41","5,779.12","5,705.35",201.11M,0.49%
2012-09-13,5662.15,"5,693.93","5,694.03","5,627.24",173.03M,-1.11%
2012-09-16,5821.75,"5,704.06","5,821.85","5,704.06",195.12M,2.82%
2012-09-17,5895.63,"5,871.53","5,908.93","5,868.73",333.44M,1.27%
2012-09-18,5890.8,"5,845.30","5,890.80","5,802.80",237.82M,-0.08%
2012-09-19,5911.3,"5,999.63","6,024.75","5,911.30",207.81M,0.35%
2012-09-20,5827.91,"5,883.49","5,883.49","5,821.71",159.05M,-1.41%
2012-09-23,5815.4,"5,827.05","5,837.15","5,796.16",152.53M,-0.21%
2012-09-24,5831.1,"5,780.92","5,831.29","5,765.14",135.66M,0.27%
2012-09-25,5956.44,"5,845.16","5,959.81","5,845.16",165.88M,2.15%
2012-09-26,5969.39,"5,949.64","6,006.96","5,949.27",142.15M,0.22%
2012-09-27,5887.04,"5,958.08","5,960.33","5,887.04",138.54M,-1.38%
2012-09-30,5821.82,"5,886.79","5,891.07","5,821.82",106.26M,-1.11%
2012-10-01,5650.07,"5,815.08","5,833.19","5,650.05",169.89M,-2.95%
2012-10-02,5611.77,"5,602.59","5,633.72","5,558.39",117.44M,-0.68%
2012-10-03,5656.15,"5,606.03","5,658.88","5,606.03",79.85M,0.79%
2012-10-04,5726.12,"5,657.69","5,726.12","5,657.69",144.93M,1.24%
2012-10-07,5726.12,"5,726.12","5,726.12","5,726.12",,0.00%
2012-10-08,5587.37,"5,699.22","5,709.83","5,587.37",106.80M,-2.42%
2012-10-09,5566.89,"5,586.65","5,587.45","5,509.98",115.38M,-0.37%
2012-10-10,5755.4,"5,598.89","5,756.95","5,598.87",157.54M,3.39%
2012-10-11,5739.02,"5,747.51","5,747.51","5,719.73",99.94M,-0.28%
2012-10-14,5723.11,"5,737.83","5,760.92","5,697.36",73.29M,-0.28%
2012-10-15,5712.41,"5,722.69","5,744.89","5,712.41",75.71M,-0.19%
2012-10-16,5715.34,"5,709.65","5,715.34","5,678.25",215.36M,0.05%
2012-10-17,5821.06,"5,726.73","5,821.67","5,726.73",248.87M,1.85%
2012-10-18,5803.0,"5,830.02","5,875.94","5,803.00",181.31M,-0.31%
2012-10-21,5716.79,"5,802.41","5,807.42","5,716.79",88.48M,-1.49%
2012-10-22,5721.09,"5,716.00","5,755.43","5,709.03",78.42M,0.08%
2012-10-23,5700.2,"5,721.50","5,721.50","5,662.21",77.65M,-0.37%
2012-10-24,5793.15,"5,702.30","5,793.95","5,702.30",176.81M,1.63%
2012-10-28,5793.15,"5,793.15","5,793.15","5,793.15",,0.00%
2012-10-29,5893.31,"5,797.76","5,894.32","5,797.76",118.17M,1.73%
2012-10-30,5768.2,"5,892.34","5,896.37","5,768.20",134.48M,-2.12%
2012-10-31,5695.93,"5,766.63","5,775.83","5,695.93",70.38M,-1.25%
2012-11-01,5574.18,"5,691.57","5,692.55","5,574.13",106.88M,-2.14%
2012-11-04,5449.37,"5,573.81","5,574.95","5,449.37",100.60M,-2.24%
2012-11-05,5470.31,"5,446.88","5,477.45","5,427.43",111.82M,0.38%
2012-11-06,5567.55,"5,474.98","5,575.70","5,474.98",78.59M,1.78%
2012-11-07,5584.86,"5,571.42","5,584.86","5,540.23",75.77M,0.31%
2012-11-08,5611.47,"5,590.88","5,611.47","5,567.72",63.64M,0.48%
2012-11-11,5610.35,"5,611.69","5,635.94","5,610.35",41.26M,-0.02%
2012-11-12,5638.71,"5,609.50","5,642.20","5,583.33",87.69M,0.51%
2012-11-13,5684.25,"5,649.07","5,689.47","5,649.07",79.85M,0.81%
2012-11-14,5662.39,"5,684.49","5,693.81","5,662.39",70.80M,-0.38%
2012-11-18,5478.38,"5,615.09","5,615.09","5,478.38",76.26M,-3.25%
2012-11-19,5413.78,"5,478.76","5,488.10","5,413.78",123.05M,-1.18%
2012-11-20,5409.89,"5,412.10","5,412.10","5,297.34",96.82M,-0.07%
2012-11-21,5482.13,"5,413.32","5,527.61","5,411.40",74.92M,1.34%
2012-11-22,5439.29,"5,482.31","5,484.20","5,437.58",58.18M,-0.78%
2012-11-25,4917.73,"5,129.14","5,129.14","4,917.53",102.75M,-9.59%
2012-11-26,5047.17,"4,766.30","5,047.53","4,712.18",123.62M,2.63%
2012-11-27,5048.17,"5,039.75","5,048.17","4,990.51",62.18M,0.02%
2012-11-28,4815.43,"5,045.96","5,045.96","4,814.16",118.36M,-4.61%
2012-11-29,4807.67,"4,813.93","4,813.93","4,683.46",86.47M,-0.16%
2012-12-02,4894.64,"4,809.96","4,944.47","4,809.96",68.33M,1.81%
2012-12-03,4824.56,"4,890.39","4,890.39","4,801.95",55.68M,-1.43%
2012-12-04,4991.59,"4,824.50","4,991.59","4,824.50",110.49M,3.46%
2012-12-05,5072.16,"4,992.74","5,079.62","4,984.65",62.07M,1.61%
2012-12-06,4838.51,"4,946.31","4,946.31","4,819.11",86.51M,-4.61%
2012-12-09,5052.2,"4,851.96","5,085.18","4,851.96",59.01M,4.42%
2012-12-10,4976.22,"5,049.49","5,049.49","4,957.64",45.14M,-1.50%
2012-12-11,5016.64,"4,977.29","5,031.15","4,975.25",32.00M,0.81%
2012-12-12,5158.38,"5,019.35","5,158.38","5,019.35",137.91M,2.83%
2012-12-13,5162.94,"5,131.92","5,162.94","5,122.82",100.30M,0.09%
2012-12-16,5303.62,"5,140.35","5,303.62","5,140.35",114.86M,2.72%
2012-12-17,5288.49,"5,304.72","5,311.62","5,288.49",97.43M,-0.29%
2012-12-18,5320.95,"5,286.50","5,320.95","5,264.42",116.13M,0.61%
2012-12-19,5419.81,"5,325.95","5,419.82","5,325.95",152.51M,1.86%
2012-12-20,5443.0,"5,416.27","5,443.00","5,384.62",141.93M,0.43%
2012-12-23,5362.16,"5,455.11","5,505.21","5,362.16",116.56M,-1.49%
2012-12-24,5372.66,"5,361.86","5,374.11","5,298.53",71.45M,0.20%
2012-12-25,5318.85,"5,346.32","5,346.32","5,304.96",93.06M,-1.00%
2012-12-26,5300.6,"5,317.47","5,319.30","5,261.66",73.52M,-0.34%
2012-12-27,5417.59,"5,305.19","5,417.61","5,305.19",101.54M,2.21%
2012-12-30,5442.37,"5,433.91","5,455.03","5,430.46",82.84M,0.46%
2012-12-31,5462.42,"5,450.63","5,462.42","5,434.58",113.77M,0.37%
2013-01-02,5634.55,"5,485.91","5,634.55","5,485.91",165.61M,3.15%
2013-01-03,5734.39,"5,634.55","5,734.88","5,634.55",129.38M,1.77%
2013-01-06,5733.97,"5,738.11","5,748.33","5,733.97",92.44M,-0.01%
2013-01-08,5804.24,"5,734.82","5,804.28","5,734.82",148.82M,1.23%
2013-01-09,5866.91,"5,807.32","5,884.45","5,807.32",109.94M,1.08%
2013-01-10,5754.51,"5,867.92","5,867.92","5,754.51",90.89M,-1.92%
2013-01-13,5701.49,"5,752.55","5,754.16","5,701.12",77.59M,-0.92%
2013-01-14,5738.96,"5,702.85","5,752.60","5,702.22",65.39M,0.66%
2013-01-15,5657.08,"5,732.72","5,732.72","5,657.03",85.21M,-1.43%
2013-01-16,5690.67,"5,656.58","5,690.67","5,651.85",58.40M,0.59%
2013-01-17,5661.25,"5,690.20","5,711.45","5,659.91",72.28M,-0.52%
2013-01-20,5684.5,"5,704.86","5,735.12","5,684.50",83.88M,0.41%
2013-01-21,5640.75,"5,683.77","5,683.77","5,629.60",80.97M,-0.77%
2013-01-22,5680.39,"5,640.40","5,680.73","5,631.33",75.89M,0.70%
2013-01-23,5689.23,"5,681.56","5,689.23","5,651.78",78.15M,0.16%
2013-01-27,5688.05,"5,636.98","5,688.05","5,584.08",69.17M,-0.02%
2013-01-28,5608.02,"5,690.53","5,702.03","5,608.02",63.16M,-1.41%
2013-01-29,5495.3,"5,607.42","5,608.06","5,489.45",89.91M,-2.01%
2013-01-30,5576.01,"5,496.44","5,581.61","5,496.44",45.80M,1.47%
2013-01-31,5606.49,"5,577.41","5,606.49","5,557.76",101.15M,0.55%
2013-02-03,5693.73,"5,609.11","5,693.73","5,609.11",101.68M,1.56%
2013-02-04,5748.82,"5,695.09","5,750.55","5,695.09",179.68M,0.97%
2013-02-05,5795.57,"5,752.57","5,804.40","5,752.57",127.71M,0.81%
2013-02-06,5690.93,"5,792.85","5,792.85","5,690.88",214.45M,-1.81%
2013-02-07,5702.93,"5,693.35","5,712.36","5,667.90",65.90M,0.21%
2013-02-10,5713.45,"5,705.48","5,744.80","5,703.21",94.82M,0.18%
2013-02-11,5694.31,"5,714.05","5,714.05","5,673.57",61.23M,-0.34%
2013-02-12,5755.77,"5,698.09","5,756.03","5,698.09",179.39M,1.08%
2013-02-13,5732.14,"5,758.42","5,762.61","5,728.20",92.42M,-0.41%
2013-02-14,5715.87,"5,731.51","5,733.77","5,706.93",55.37M,-0.28%
2013-02-17,5695.62,"5,715.82","5,719.00","5,695.62",55.57M,-0.35%
2013-02-18,5690.78,"5,695.48","5,727.89","5,690.78",77.92M,-0.08%
2013-02-19,5623.09,"5,689.97","5,689.97","5,622.93",100.80M,-1.19%
2013-02-20,5609.32,"5,621.62","5,627.94","5,603.63",59.78M,-0.24%
2013-02-21,5626.92,"5,608.25","5,627.41","5,597.97",51.91M,0.31%
2013-02-24,5579.82,"5,627.36","5,628.89","5,579.71",56.37M,-0.84%
2013-02-25,5548.21,"5,573.10","5,576.05","5,539.26",55.78M,-0.57%
2013-02-26,5546.42,"5,549.90","5,574.31","5,539.84",45.77M,-0.03%
2013-02-27,5515.68,"5,546.32","5,559.64","5,515.68",62.29M,-0.55%
2013-02-28,5489.46,"5,514.87","5,514.90","5,489.46",70.07M,-0.48%
2013-03-03,5501.43,"5,505.31","5,510.87","5,478.12",81.64M,0.22%
2013-03-04,5375.12,"5,504.20","5,504.20","5,375.12",191.03M,-2.30%
2013-03-05,5241.2,"5,372.20","5,372.20","5,237.78",76.73M,-2.49%
2013-03-06,5263.13,"5,243.47","5,279.65","5,243.47",84.71M,0.42%
2013-03-07,5365.62,"5,263.01","5,373.57","5,263.01",82.80M,1.95%
2013-03-10,5394.98,"5,367.74","5,402.93","5,355.36",76.20M,0.55%
2013-03-11,5403.37,"5,396.98","5,412.78","5,396.98",60.80M,0.16%
2013-03-12,5404.91,"5,402.59","5,428.82","5,397.12",73.99M,0.03%
2013-03-13,5317.63,"5,406.41","5,406.41","5,317.63",94.69M,-1.61%
2013-03-14,5207.21,"5,318.24","5,318.80","5,207.12",79.08M,-2.08%
2013-03-17,5209.18,"5,211.43","5,232.70","5,207.90",43.56M,0.04%
2013-03-18,5197.07,"5,186.09","5,197.10","5,127.12",75.06M,-0.23%
2013-03-19,5242.55,"5,198.66","5,289.76","5,198.66",83.46M,0.88%
2013-03-20,5161.52,"5,241.86","5,241.86","5,161.11",51.08M,-1.55%
2013-03-21,5224.42,"5,167.41","5,225.58","5,167.41",59.70M,1.22%
2013-03-24,5255.75,"5,226.69","5,257.62","5,219.05",54.65M,0.60%
2013-03-25,5231.17,"5,261.70","5,270.05","5,231.17",55.55M,-0.47%
2013-03-26,5129.09,"5,229.04","5,229.04","5,128.63",64.46M,-1.95%
2013-03-27,5163.66,"5,136.26","5,165.94","5,124.08",67.54M,0.67%
2013-03-28,5183.2,"5,163.47","5,205.08","5,161.92",70.07M,0.38%
2013-03-31,5098.82,"5,182.72","5,184.91","5,098.82",69.06M,-1.63%
2013-04-01,5057.04,"5,098.70","5,102.49","5,049.79",90.64M,-0.82%
2013-04-02,5037.44,"5,073.01","5,076.54","5,037.44",109.08M,-0.39%
2013-04-03,4926.22,"5,043.01","5,044.73","4,925.61",94.40M,-2.21%
2013-04-04,4985.05,"4,926.42","4,985.08","4,905.31",97.62M,1.19%
2013-04-07,5032.72,"4,997.03","5,033.08","4,996.40",50.14M,0.96%
2013-04-08,5112.76,"5,029.46","5,112.88","5,027.00",86.83M,1.59%
2013-04-09,5157.15,"5,119.18","5,184.41","5,119.18",78.72M,0.87%
2013-04-10,5152.93,"5,156.81","5,156.81","5,128.10",89.65M,-0.08%
2013-04-11,5231.47,"5,170.44","5,231.70","5,170.44",101.95M,1.52%
2013-04-14,5300.28,"5,232.12","5,300.40","5,230.48",83.56M,1.32%
2013-04-15,5275.04,"5,303.89","5,306.42","5,267.26",76.03M,-0.48%
2013-04-16,5295.11,"5,289.27","5,301.25","5,287.08",80.86M,0.38%
2013-04-17,5259.07,"5,292.79","5,293.21","5,256.78",51.24M,-0.68%
2013-04-18,5268.43,"5,260.92","5,269.40","5,247.07",56.55M,0.18%
2013-04-21,5253.69,"5,270.63","5,291.59","5,253.69",59.07M,-0.28%
2013-04-22,5215.49,"5,255.26","5,255.26","5,208.38",69.92M,-0.73%
2013-04-23,5236.8,"5,215.14","5,255.39","5,213.03",46.74M,0.41%
2013-04-24,5225.24,"5,236.80","5,236.81","5,210.35",60.33M,-0.22%
2013-04-28,5231.66,"5,232.15","5,258.60","5,230.36",39.64M,0.12%
2013-04-29,5198.91,"5,232.56","5,232.56","5,198.86",31.43M,-0.63%
2013-04-30,5196.48,"5,199.67","5,217.36","5,192.57",42.09M,-0.05%
2013-05-02,5276.62,"5,222.96","5,276.62","5,217.40",42.39M,1.54%
2013-05-07,5372.48,"5,266.66","5,372.54","5,266.66",64.65M,1.82%
2013-05-08,5403.93,"5,372.13","5,413.39","5,372.13",51.86M,0.59%
2013-05-09,5404.29,"5,405.33","5,411.55","5,400.59",41.11M,0.01%
2013-05-12,5446.68,"5,400.52","5,447.86","5,400.52",49.12M,0.78%
2013-05-13,5417.47,"5,446.68","5,460.57","5,417.10",48.22M,-0.54%
2013-05-14,5400.76,"5,419.99","5,420.20","5,374.17",80.44M,-0.31%
2013-05-15,5455.74,"5,406.13","5,455.74","5,406.13",81.47M,1.02%
2013-05-16,5427.97,"5,452.21","5,470.08","5,423.21",50.70M,-0.51%
2013-05-19,5451.23,"5,426.86","5,451.24","5,425.22",32.06M,0.43%
2013-05-20,5432.15,"5,455.74","5,460.28","5,432.04",63.65M,-0.35%
2013-05-21,5407.25,"5,431.99","5,432.62","5,400.94",45.58M,-0.46%
2013-05-22,5416.2,"5,395.39","5,430.45","5,395.39",31.31M,0.17%
2013-05-23,5343.21,"5,417.11","5,418.07","5,338.25",39.94M,-1.35%
2013-05-26,5300.16,"5,342.44","5,342.44","5,300.16",26.98M,-0.81%
2013-05-27,5319.9,"5,297.46","5,319.90","5,274.88",43.30M,0.37%
2013-05-28,5407.95,"5,320.89","5,409.03","5,320.89",32.73M,1.66%
2013-05-29,5338.09,"5,392.43","5,397.38","5,338.09",58.41M,-1.29%
2013-05-30,5438.77,"5,337.26","5,438.77","5,337.26",103.49M,1.89%
2013-06-02,5374.96,"5,410.55","5,426.35","5,373.82",44.51M,-1.17%
2013-06-03,5305.52,"5,372.81","5,372.81","5,305.52",58.77M,-1.29%
2013-06-04,5222.27,"5,252.93","5,252.93","5,214.70",62.25M,-1.57%
2013-06-05,5071.91,"5,178.04","5,178.07","5,067.19",84.39M,-2.88%
2013-06-06,5061.02,"5,071.29","5,098.38","5,048.49",63.10M,-0.21%
2013-06-09,4915.96,"5,061.64","5,069.77","4,915.81",83.41M,-2.87%
2013-06-10,4775.92,"4,895.05","4,895.05","4,772.27",84.52M,-2.85%
2013-06-11,4848.6,"4,777.21","4,862.76","4,774.32",47.28M,1.52%
2013-06-12,4598.1,"4,843.85","4,860.35","4,597.93",85.91M,-5.17%
2013-06-13,4651.76,"4,555.91","4,651.83","4,513.00",52.94M,1.17%
2013-06-16,4603.86,"4,653.56","4,670.32","4,603.33",31.62M,-1.03%
2013-06-17,4658.53,"4,603.59","4,658.53","4,562.73",54.87M,1.19%
2013-06-18,4709.25,"4,660.18","4,765.23","4,660.18",37.77M,1.09%
2013-06-19,4684.04,"4,710.79","4,710.79","4,669.18",32.97M,-0.54%
2013-06-20,4625.81,"4,680.43","4,683.55","4,624.72",69.96M,-1.24%
2013-06-23,4524.73,"4,626.80","4,626.80","4,521.46",35.47M,-2.19%
2013-06-24,4523.32,"4,520.77","4,532.57","4,479.83",35.48M,-0.03%
2013-06-25,4534.18,"4,523.54","4,535.70","4,519.11",56.71M,0.24%
2013-06-26,4641.08,"4,665.92","4,665.92","4,640.80",52.85M,2.36%
2013-06-27,4685.09,"4,664.38","4,687.70","4,660.53",54.44M,0.95%
2013-06-30,4752.22,"4,679.80","4,752.26","4,663.11",35.90M,1.43%
2013-07-02,4986.81,"4,784.03","4,987.71","4,784.03",116.88M,4.94%
2013-07-03,4971.06,"4,975.59","4,975.59","4,898.68",90.72M,-0.32%
2013-07-04,5334.54,"5,270.10","5,339.64","5,270.10",49.55M,7.31%
2013-07-07,5311.51,"5,412.67","5,413.26","5,307.36",171.91M,-0.43%
2013-07-08,5123.06,"5,235.72","5,240.94","5,123.02",127.21M,-3.55%
2013-07-09,5290.02,"5,133.30","5,297.53","5,133.30",114.57M,3.26%
2013-07-10,5325.14,"5,301.42","5,338.84","5,298.95",131.53M,0.66%
2013-07-11,5276.73,"5,327.92","5,347.58","5,275.34",83.93M,-0.91%
2013-07-14,5308.85,"5,278.72","5,309.08","5,232.82",70.68M,0.61%
2013-07-15,5313.8,"5,309.11","5,314.71","5,290.78",89.72M,0.09%
2013-07-16,5358.92,"5,314.35","5,364.32","5,313.64",63.99M,0.85%
2013-07-17,5345.25,"5,364.98","5,389.33","5,345.25",93.89M,-0.26%
2013-07-18,5346.61,"5,344.94","5,349.78","5,319.89",46.83M,0.03%
2013-07-21,5419.17,"5,349.47","5,419.17","5,349.47",99.17M,1.36%
2013-07-22,5451.72,"5,430.72","5,460.50","5,430.72",110.84M,0.60%
2013-07-24,5359.57,"5,441.71","5,441.71","5,359.57",109.10M,-1.69%
2013-07-25,5352.56,"5,349.58","5,352.56","5,280.26",71.19M,-0.13%
2013-07-28,5317.06,"5,357.90","5,400.72","5,311.88",50.05M,-0.66%
2013-07-29,5286.19,"5,320.10","5,328.14","5,283.08",49.82M,-0.58%
2013-07-30,5326.46,"5,286.27","5,344.14","5,274.89",38.91M,0.76%
2013-07-31,5324.7,"5,325.56","5,331.30","5,311.23",51.72M,-0.03%
2013-08-01,5375.68,"5,323.38","5,375.68","5,320.82",38.27M,0.96%
2013-08-04,5530.46,"5,374.38","5,530.46","5,374.18",106.47M,2.88%
2013-08-05,5615.36,"5,539.64","5,621.35","5,539.64",114.17M,1.54%
2013-08-06,5626.24,"5,616.95","5,629.33","5,576.58",69.56M,0.19%
2013-08-07,5616.38,"5,625.26","5,630.70","5,609.94",68.67M,-0.18%
2013-08-12,5638.29,"5,614.08","5,659.80","5,614.08",82.02M,0.39%
2013-08-13,5645.27,"5,638.57","5,681.96","5,638.57",75.04M,0.12%
2013-08-14,5549.19,"5,608.30","5,608.30","5,546.25",101.38M,-1.70%
2013-08-18,5334.55,"5,340.66","5,340.66","5,334.41",90.83M,-3.87%
2013-08-19,5329.19,"5,332.27","5,365.51","5,315.30",59.71M,-0.10%
2013-08-20,5386.76,"5,344.88","5,418.31","5,344.88",72.90M,1.08%
2013-08-21,5389.63,"5,390.45","5,404.23","5,378.34",55.11M,0.05%
2013-08-22,5424.63,"5,394.51","5,424.99","5,386.74",64.23M,0.65%
2013-08-25,5473.22,"5,443.41","5,482.41","5,443.41",64.21M,0.90%
2013-08-26,5448.99,"5,474.46","5,483.74","5,445.56",50.93M,-0.44%
2013-08-27,5337.65,"5,438.95","5,438.95","5,337.65",94.81M,-2.04%
2013-08-28,5226.04,"5,282.20","5,282.20","5,217.26",87.81M,-2.09%
2013-08-29,5267.72,"5,233.57","5,267.80","5,233.57",42.69M,0.80%
2013-09-01,5301.02,"5,272.21","5,341.90","5,272.21",70.01M,0.63%
2013-09-02,5244.51,"5,300.39","5,300.39","5,244.08",47.80M,-1.07%
2013-09-03,5195.74,"5,250.80","5,254.05","5,195.74",77.98M,-0.93%
2013-09-04,5189.39,"5,174.97","5,190.48","5,155.21",64.74M,-0.12%
2013-09-05,5169.89,"5,190.76","5,216.66","5,169.89",62.22M,-0.38%
2013-09-08,5185.93,"5,174.19","5,196.84","5,173.13",44.07M,0.31%
2013-09-09,5245.13,"5,187.34","5,245.13","5,172.84",67.79M,1.14%
2013-09-10,5408.22,"5,336.83","5,408.22","5,336.83",146.32M,3.11%
2013-09-11,5447.37,"5,437.42","5,455.38","5,419.94",109.97M,0.72%
2013-09-12,5488.01,"5,463.04","5,502.01","5,462.73",100.61M,0.75%
2013-09-15,5512.77,"5,486.28","5,512.77","5,480.07",153.37M,0.45%
2013-09-16,5541.88,"5,519.08","5,562.58","5,518.93",102.86M,0.53%
2013-09-17,5548.62,"5,536.96","5,551.50","5,522.74",93.68M,0.12%
2013-09-18,5515.82,"5,548.31","5,569.33","5,515.82",53.73M,-0.59%
2013-09-19,5529.98,"5,519.16","5,539.66","5,507.62",70.03M,0.26%
2013-09-22,5586.65,"5,547.49","5,600.83","5,547.49",100.13M,1.02%
2013-09-23,5647.6,"5,585.97","5,647.60","5,584.91",125.32M,1.09%
2013-09-24,5680.65,"5,659.42","5,692.58","5,659.42",96.27M,0.59%
2013-09-25,5665.44,"5,683.50","5,689.72","5,665.44",65.18M,-0.27%
2013-09-26,5704.0,"5,670.41","5,704.00","5,669.76",85.80M,0.68%
2013-09-29,5667.34,"5,704.78","5,722.58","5,665.58",81.99M,-0.64%
2013-09-30,5620.53,"5,658.05","5,658.29","5,608.13",74.39M,-0.83%
2013-10-01,5677.61,"5,623.51","5,678.10","5,623.51",77.19M,1.02%
2013-10-02,5694.01,"5,676.01","5,705.65","5,673.81",51.81M,0.29%
2013-10-03,5726.22,"5,687.12","5,726.22","5,667.19",59.66M,0.57%
2013-10-07,5765.87,"5,729.98","5,773.92","5,729.98",53.23M,0.69%
2013-10-08,5754.42,"5,763.19","5,766.55","5,742.30",50.53M,-0.20%
2013-10-09,5802.09,"5,753.53","5,802.09","5,750.43",65.37M,0.83%
2013-10-10,5931.7,"5,801.23","5,931.70","5,801.23",109.83M,2.23%
2013-10-13,5986.8,"5,935.06","5,987.43","5,933.62",130.23M,0.93%
2013-10-20,6049.09,"6,033.54","6,075.32","6,033.54",119.33M,1.04%
2013-10-21,6089.3,"6,030.82","6,089.30","6,005.63",201.56M,0.66%
2013-10-22,6201.23,"6,099.54","6,213.43","6,099.54",177.01M,1.84%
2013-10-23,6165.96,"6,191.60","6,191.60","6,135.63",101.44M,-0.57%
2013-10-24,6171.21,"6,170.07","6,171.67","6,152.18",143.11M,0.09%
